Srl_Num,I generally plan my expenses and never spend more than my budget ,I often take opinions or check reviews before buying,I often experiment with new brands rather than just sticking to old ones ,I like to spend my weekends with friends than staying at home . ,My favorite subjects in school were Mathematics & Science rather than Literature,"I make it a point to do some physical exercises (like swimming, walking, yoga) almost everyday","When I go out for shopping, I end up buying more items just by impulse",I am active on almost all Social media  ,"I like light, sober colors to bright, exciting colors when it comes to clothing ",I prefer watching videos/shows online rather than watching them in the television,I prefer ordering in from online apps than dining out,"I follow Brands, celebrities, influencers on social media",I always try to keep up with new fashion trends,I prefer reading or listening to music rather than exercising or playing a sport,Which company's mobile phone do you use ?,From where did you purchase your phone?,Which flavor of soft drink do you like to have the most ?,Given below is a list of products. Please tell us how frequently do you use these products  [Shower gels],Given below is a list of products. Please tell us how frequently do you use these products  [Hand sanitizers],Given below is a list of products. Please tell us how frequently do you use these products  [Facewashes],Given below is a list of products. Please tell us how frequently do you use these products  [Hair Conditioner],I generally read news from,I generally prefer to buy clothes from,Age ,Gender,Occupation ,Your hometown ?,Roll Number ,Institute ,
2546,5,7,7,7,5,6,6,7,2,8,5,7,7,3,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in North,2024006,Goa Institute of Management ,
2547,4,10,8,5,10,9,5,4,3,5,4,10,3,3,Apple,Retail,White/Colourless,Never,Never,Less Often,Never,Newspaper,Retail Stores,24-28,Male,Student,Other towns in South,2024017,Goa Institute of Management,
2548,2,8,5,3,9,6,9,6,3,10,6,4,7,6,Samsung,Online,Cola,Everyday,Less Often,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in North,2024224,Goa institute of management ,
2549,10,10,4,6,10,10,0,0,6,8,3,1,0,0,Samsung,Retail,Orange,Less Often,Never,Everyday,Never,Online,Retail Stores,18-23,Male,Student,Other towns in North,2024067,Goa Institute of Management ,
2550,3,9,9,10,9,8,8,10,6,10,1,9,10,5,Apple,Retail,White/Colourless,Never,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Mumbai,2024091,Goa Institute of Management,
2551,4,9,6,4,2,2,2,1,9,7,3,1,2,7,Vivo,Online,Fruit flavour,Less Often,Everyday,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Delhi,2024228,Goa Institute of Management,
2552,7,9,8,8,0,7,4,6,2,7,3,10,9,5,Apple,Retail,Fruit flavour,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Male,Student,Other towns in North,2024106,Goa Institute of Management,
2553,4,8,7,9,5,9,8,6,10,2,2,8,6,3,Apple,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in West,2024156,Goa Institute of Management ,
2554,8,8,7,4,5,9,2,7,2,9,7,3,1,1,One Plus,Retail,Cola,Less Often,Everyday,Less Often,Never,Online,Online,18-23,Male,Student,Bangalore,2024183,GIM,
2555,9,8,8,8,5,9,1,9,9,9,3,3,9,7,Samsung,Retail,Orange,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in South,2024162,GIM,
2556,7,8,3,7,6,2,7,10,8,8,8,2,6,2,Others,Online,Cola,Less Often,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,2024233,Goa Institute of Management ,
2557,2,10,7,7,10,1,10,4,10,10,5,2,8,10,Apple,Retail,Cola,Everyday,Less Often,Everyday,Everyday,Online,Online,24-28,Female,Student,Other towns in West,2024239,Goa Institute of Management,
2558,5,9,6,7,10,7,7,3,8,9,6,4,4,6,Samsung,Retail,Fruit flavour,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Bangalore,2024182,Goa institute of management ,
2559,6,4,3,4,1,3,7,7,9,8,5,7,7,9,Apple,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in North,2024248,Goa Institute of Management ,
2560,5,9,5,4,2,5,8,4,9,4,5,4,6,5,Apple,Retail,Cola,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,18-23,Female,Student,Mumbai,2024260,GIM,
2561,8,8,6,8,10,7,7,4,8,8,8,7,8,7,Others,Online,I do not consume soft drinks at all,Less Often,Less Often,Everyday,Never,Newspaper,Online,29-33,Male,Student,Delhi,2024165,GIM,
2562,8,9,5,10,8,6,8,7,6,2,5,8,5,3,Samsung,Retail,Orange,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,2024071,Goa Institute of Management ,
2563,4,10,4,8,10,10,5,3,5,9,3,7,5,3,Others,Online,Cola,Everyday,Less Often,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Mumbai,2024138,Goa Institute of Management,
2564,10,10,7,5,10,7,10,0,10,10,7,4,4,6,Apple,Retail,Cola,Everyday,Less Often,Everyday,Never,Online,Online,18-23,Male,Student,Other towns in East,2024173,GOA INSTUTUTE OF MANAGEMENT ,
2565,3,7,4,4,3,7,5,7,8,7,4,5,7,5,Samsung,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Delhi,2024282,Goa Institute of Management ,
2566,0,9,8,8,9,9,10,7,2,8,9,8,7,5,Vivo,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Kolkata,2024236,Goa institute of management ,
2567,8,10,5,5,3,4,8,6,2,8,8,8,8,9,Apple,Retail,Orange,Everyday,Everyday,Everyday,Less Often,Online,Online,18-23,Female,Student,Kolkata,2024050,Goa Institute of Management,
2568,7,10,5,8,0,7,4,2,7,2,3,3,3,5,Apple,Retail,Orange,Everyday,Less Often,Everyday,Everyday,Online,Online,24-28,Female,Student,Other towns in East,2024292,Goa Institute of Management ,
2569,9,9,7,6,5,3,2,2,8,7,9,2,1,3,Vivo,Online,Cola,Less Often,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Delhi,2024295,Goa Institute of Management ,
2570,2,9,8,8,4,3,9,6,9,8,2,5,7,5,Samsung,Online,I do not consume soft drinks at all,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in East,2024054,GIM,
2571,6,9,6,7,3,4,7,8,8,8,10,8,6,2,Others,Online,Cola,Everyday,Less Often,Everyday,Never,Online,Online,18-23,Male,Student,Other towns in North,2024175,GIM,
2572,8,9,5,4,5,9,4,6,10,8,9,7,4,3,Others,Online,Cola,Less Often,Never,Everyday,Never,Online,Online,24-28,Male,Student,Other towns in North,2024226,Goa Institute of management ,
2573,2,8,5,9,0,0,9,8,8,8,3,8,8,8,Others,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in West,2024142,Goa Institute of Management ,
2574,6,9,3,6,1,8,1,7,8,4,8,6,2,1,Others,Online,Orange,Less Often,Less Often,Everyday,Everyday,Online,Online,18-23,Female,Student,Hyderabad,2024274,Goa Institute of Management,
2575,3,8,7,9,6,5,7,7,9,8,2,2,4,3,Apple,Online,I do not consume soft drinks at all,Everyday,Never,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Bangalore,2024136,Goa Institute of management ,
2576,3,8,7,5,6,1,2,1,6,8,3,1,2,8,Samsung,Online,Cola,Less Often,Less Often,Everyday,Everyday,Online,Online,24-28,Male,Student,Other towns in South,2024075,GIM,
2577,7,8,8,10,10,9,9,10,7,8,1,6,9,2,Apple,Online,Cola,Less Often,Less Often,Everyday,Everyday,Online,Online,24-28,Male,Student,Kolkata,2024222,Goa Institute of Management ,
2578,3,9,4,4,3,4,3,2,8,7,2,3,3,8,Apple,Retail,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in East,2024289,Goa Institute of Management ,
2579,4,8,3,5,9,7,6,3,4,7,2,6,5,1,Others,Online,Cola,Everyday,Never,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in West,2024164,Goa Institute of Management ,
2580,1,9,6,10,10,2,10,6,8,8,2,2,2,5,Others,Online,I do not consume soft drinks at all,Never,Less Often,Everyday,Never,Online,Online,24-28,Male,Student,Other towns in South,2024055,Goa Institute of Management ,
2581,4,10,5,7,7,1,10,10,8,10,5,9,8,8,Apple,Retail,Fruit flavour,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Delhi,2024141,Goa Institute of Management ,
2582,1,6,9,9,2,10,6,8,5,7,3,2,6,0,Apple,Online,Fruit flavour,Everyday,Less Often,Everyday,Everyday,Online,Online,18-23,Male,Student,Other towns in North,2024040,Goa Institute of Management,
2583,7,10,3,3,10,8,9,4,8,3,4,3,3,1,Apple,Online,Orange,Everyday,Less Often,Less Often,Less Often,Newspaper,Retail Stores,18-23,Female,Student,Bangalore,2024029,Goa Institute of Management,
2584,0,10,10,10,7,9,8,3,7,10,5,2,8,5,Apple,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Never,Online,Online,24-28,Male,Student,Delhi,2024131,Goa Institute of Management ,
2585,3,8,5,3,7,1,6,3,4,8,6,1,1,8,Others,Online,Cola,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in North,2024094,Goa Institute of Management ,
2586,8,8,8,8,8,8,8,0,7,8,1,5,1,1,Apple,Online,Orange,Never,Less Often,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Delhi,2024051,Goa Institute of Management,
2587,6,8,6,4,10,10,4,6,10,3,2,7,8,0,Others,Online,I do not consume soft drinks at all,Never,Less Often,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Kolkata,2024152,Goa Institute of Management,
2588,7,9,8,5,8,5,2,4,7,4,8,3,5,6,Xiaomi,Online,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in North,2024207,Goa Institute of Management,
2589,2,5,5,6,8,2,5,10,3,7,5,6,6,10,Apple,Online,Orange,Less Often,Everyday,Everyday,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Other towns in South,2024043,Goa Institute of Management,
2590,4,10,5,5,10,10,7,5,8,10,6,6,8,4,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,2024214,Goa Institute of Management ,
2591,3,10,6,8,0,9,8,7,9,9,4,0,9,5,One Plus,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Male,Student,Delhi,2024187,Goa Institute Of Management ,
2592,1,9,8,5,10,0,6,7,9,9,7,5,8,9,Samsung,Retail,Cola,Everyday,Less Often,Everyday,Never,Online,Retail Stores,24-28,Female,Student,Kolkata,2024031,Goa Institute Of Management ,
2593,5,7,3,5,3,7,2,10,8,5,5,5,5,3,Apple,Retail,Cola,Everyday,Less Often,Everyday,Never,Online,Retail Stores,18-23,Female,Student,Mumbai,2024012,GIM,
2594,6,9,4,8,9,8,8,6,8,7,9,2,6,3,Apple,Online,Cola,Less Often,Less Often,Everyday,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Other towns in North,2024021,GIM,
2595,2,4,6,10,9,8,7,4,7,8,2,8,4,1,Apple,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in North,2024022,Goa Institute of Management ,
2596,1,9,8,10,10,4,6,6,8,10,2,1,2,0,Others,Online,Cola,Never,Never,Everyday,Never,Newspaper,Online,24-28,Male,Student,Other towns in North,2024063,Goa Institute of Management ,
2597,0,8,4,7,6,4,10,4,7,10,4,8,2,5,One Plus,Online,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Everyday,Online,Online,24-28,Female,Student,Other towns in East,2024013,Goa Institute of Management ,
2598,7,9,8,9,8,8,8,9,9,8,8,9,8,9,One Plus,Online,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Everyday,Online,Online,18-23,Male,Self Employed/business,Other towns in West,2024232,GIM,
2599,3,9,6,8,2,7,6,3,6,7,7,6,5,6,Xiaomi,Online,Cola,Everyday,Everyday,Everyday,Everyday,Online,Online,18-23,Female,Student,Other towns in North,2024092,Goa Institute of Management ,
2600,3,4,6,10,9,6,10,7,7,5,3,3,4,4,Samsung,Online,Cola,Everyday,Everyday,Everyday,Everyday,Online,Retail Stores,24-28,Female,Student,Other towns in East,2024216,Goa Institute of Management ,
2601,4,10,1,3,6,4,6,8,9,8,3,1,0,2,Apple,Retail,Orange,Never,Everyday,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in West,2024139,Goa Institute of Management ,
2602,10,9,6,5,6,0,0,5,5,8,4,2,1,7,One Plus,Retail,Cola,Less Often,Less Often,Less Often,Less Often,Online,Retail Stores,18-23,Male,Student,Mumbai,2024256,Goa Institute of Management ,
2603,0,10,10,5,0,5,10,10,0,10,10,0,0,0,Others,Online,Cola,Everyday,Everyday,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Delhi,2024151,GIM,
2604,6,9,8,9,5,4,4,6,7,9,5,4,6,3,Samsung,Retail,Fruit flavour,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Other towns in West,2024241,Goa Institute of Management,
2605,0,6,6,10,0,0,0,0,10,7,4,0,0,5,One Plus,Online,Cola,Never,Never,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Delhi,2024199,GIM,
2606,5,8,8,5,5,8,0,0,5,9,5,5,0,0,Oppo,Retail,Cola,Everyday,Everyday,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,2024072,Goa Institute of Management ,
2607,1,7,5,8,0,5,9,6,6,7,5,8,8,4,One Plus,Online,Fruit flavour,Everyday,Everyday,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in North,2024172,Goa Institute of Management ,
2608,7,9,6,7,4,4,8,6,6,9,6,3,3,3,Samsung,Online,Cola,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,41008,BIM Trichy,
2609,9,10,7,7,5,2,6,6,5,4,1,3,0,5,Samsung,Online,I do not consume soft drinks at all,Less Often,Never,Everyday,Everyday,Online,Retail Stores,18-23,Female,Student,Chennai,41053,Bharathidasan Institute of Management,
2610,9,9,3,4,2,3,3,10,10,10,8,8,10,10,Xiaomi,Retail,Cola,Everyday,Everyday,Everyday,Everyday,Online,Retail Stores,18-23,Male,Student,Chennai,41036,BIM,
2611,9,9,5,8,9,7,3,1,7,8,1,3,2,6,Others,Online,I do not consume soft drinks at all,Never,Less Often,Everyday,Never,Online,Online,24-28,Male,Student,Kolkata,41049,BIM Trichy,
2612,6,7,8,5,4,2,4,8,5,7,7,3,3,8,Others,Retail,Fruit flavour,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,41052,Bharathidasan Institute of Management,
2613,9,10,7,5,3,2,1,6,8,10,5,6,6,7,Apple,Retail,Cola,Everyday,Everyday,Everyday,Everyday,Online,Online,24-28,Female,Student,Kolkata,41006,BIM,
2614,7,9,4,7,10,10,6,7,7,9,6,3,6,6,Others,Online,I do not consume soft drinks at all,Never,Everyday,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in South,41073,"BIM, TRICHY",
2615,7,10,10,8,5,7,10,7,4,10,10,6,5,5,Samsung,Online,Cola,Less Often,Never,Everyday,Never,Online,Retail Stores,18-23,Male,Student,Chennai,41109,Bharathidasan Institute of Management,
2616,9,9,4,2,5,9,1,1,3,9,9,4,2,10,Others,Online,I do not consume soft drinks at all,Never,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in North,41034,Bharatidasan Institute of Management,
2617,8,8,9,8,10,8,5,6,0,2,2,0,0,0,Others,Online,White/Colourless,Never,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in South,41023,Bharathidasan Institue of Management,
2618,0,0,3,10,5,2,10,10,0,10,10,0,0,0,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Chennai,41078,Bharathidasan Institute of Management,
2619,0,10,8,2,10,3,2,7,1,10,5,3,8,9,Apple,Online,Cola,Less Often,Everyday,Less Often,Never,Online,Retail Stores,29-33,Male,Student,Other towns in West,41016,BIM Trichy,
2620,7,9,8,9,5,8,9,7,9,9,8,9,7,7,One Plus,Online,I do not consume soft drinks at all,Everyday,Never,Less Often,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in West,41103,"Bharathidasan Institute of Management, Trichy",
2621,5,7,5,3,10,6,8,7,6,9,5,1,7,9,Oppo,Online,Fruit flavour,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Kolkata,41111,BIM Trichy,
2622,5,9,7,6,3,5,7,7,9,9,7,6,5,9,Xiaomi,Online,Cola,Everyday,Never,Everyday,Less Often,Online,Online,24-28,Female,Student,Chennai,41067,BIM Trichy,
2623,10,10,10,5,10,10,0,10,10,10,10,10,10,5,Samsung,Online,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Never,Online,Online,24-28,Male,Student,Other towns in South,41010,Bharathidasan Institute of Management,
2624,10,10,10,6,3,5,1,1,8,7,6,7,6,10,Samsung,Retail,White/Colourless,Everyday,Less Often,Everyday,Never,Online,Retail Stores,18-23,Female,Student,Other towns in South,41068,Bharathidasan Institute of Management ,
2625,1,7,2,0,5,10,8,1,8,9,6,1,1,2,Samsung,Retail,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,41089,BIM Trichy,
2626,6,7,6,6,0,8,8,6,8,7,6,8,8,1,Xiaomi,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Kolkata,41001,BIM TRICHY,
2627,10,10,5,0,1,2,1,6,5,5,2,7,7,9,Samsung,Online,White/Colourless,Everyday,Less Often,Never,Less Often,Online,Online,18-23,Female,Student,Chennai,41005,BIM TRICHY,
2628,5,8,6,7,6,7,8,9,7,7,8,8,8,7,One Plus,Retail,Cola,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in South,41090,BIM Trichy.,
2629,4,7,7,2,9,6,7,7,8,9,9,7,6,6,One Plus,Online,Cola,Less Often,Everyday,Less Often,Less Often,Online,Online,24-28,Male,Student,Other towns in West,41065,BHARATHIDASAN INSTITUTE OF MANAGEMENT TRICHY,
2630,8,8,10,1,9,10,8,9,4,9,9,9,8,1,Apple,Retail,I do not consume soft drinks at all,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Chennai,41040,BIM Trichy,
2631,5,7,3,6,10,8,4,4,4,2,4,0,0,0,Others,Online,I do not consume soft drinks at all,Never,Less Often,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Chennai,41030,Bharathidasan institute of management ,
2632,6,6,5,5,10,7,6,6,9,7,2,2,6,3,One Plus,Retail,Fruit flavour,Less Often,Everyday,Less Often,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Other towns in North,41038,BIM TRICHY,
2633,10,10,5,7,10,9,0,5,5,6,1,1,2,2,Others,Online,I do not consume soft drinks at all,Never,Never,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in South,41061,BIM Trichy,
2634,7,9,9,10,10,7,9,8,9,9,3,9,9,5,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Chennai,41070,Bharathidasn Institue Management,
2635,9,10,8,7,10,5,0,0,5,8,0,5,7,5,Xiaomi,Retail,I do not consume soft drinks at all,Never,Never,Less Often,Less Often,Online,Online,24-28,Female,Student,Other towns in South,41117,BIM Trichy,
2636,5,6,4,8,9,7,5,10,4,3,5,3,6,5,One Plus,Retail,Cola,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in South,41014,Bharathidasan Institute of Management,
2637,3,9,10,10,10,10,10,10,1,6,2,1,2,6,Apple,Second hand mobile sources,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in South,41017,Bim,
2638,10,10,7,3,3,0,5,6,1,7,7,9,8,4,Apple,Retail,Fruit flavour,Less Often,Less Often,Less Often,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in South,41076,Bharathidasan Institute Of Management,
2639,3,9,7,5,6,7,9,3,8,8,8,2,7,5,Samsung,Online,White/Colourless,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Mumbai,41092,BIM,
2640,4,10,8,5,10,3,3,1,7,5,7,2,2,8,Vivo,Online,Cola,Never,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Chennai,41102,Bharathidasan Institute of Management,
2641,3,5,6,3,7,3,8,3,3,8,5,1,6,6,Samsung,Retail,Cola,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in East,41100,BIM,
2642,7,7,7,7,10,10,6,7,7,10,7,7,5,5,Samsung,Online,Cola,Less Often,Less Often,Less Often,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Other towns in West,41071,BIM TRICHY,
2643,5,8,7,8,0,6,9,5,5,8,8,6,9,9,Apple,Retail,I do not consume soft drinks at all,Less Often,Never,Everyday,Less Often,Online,Online,18-23,Female,Student,Kolkata,41028,BHARATHIDASAN INSTITUTE OF MANAGEMENT,
2644,9,8,7,7,8,5,6,6,7,9,7,5,5,4,Oppo,Online,Cola,Never,Less Often,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Chennai,41079,BIM TRICHY,
2645,9,9,8,8,5,7,8,7,8,9,8,0,2,5,Others,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in South,41116,BIM TRICHY,
2646,7,10,10,10,5,6,8,2,2,2,2,3,9,2,Others,Online,Cola,Never,Never,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Chennai,41027,BIM Trichy,
2647,5,10,5,3,0,6,7,7,5,5,2,6,4,8,Apple,Retail,Cola,Never,Never,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in South,41105,Bharathidasan Institute of Management,
2648,8,8,8,10,7,8,3,7,6,5,2,1,3,0,Others,Online,Fruit flavour,Never,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Chennai,41024,Bharathidasan Institute of Management ,
2649,9,10,8,8,5,9,7,7,10,8,8,9,8,4,One Plus,Online,Orange,Less Often,Never,Never,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in South,41032,BIM,
2650,3,8,5,2,9,3,9,4,9,9,3,7,6,5,Vivo,Retail,Cola,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,18-23,Female,Student,Chennai,41041,"BIM, Trichy",
2651,4,8,4,6,6,3,6,5,8,5,6,6,4,9,Samsung,Retail,Orange,Less Often,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in North,41033,"BIM, Trichy",
2652,6,7,5,5,5,3,5,6,7,8,7,4,5,5,One Plus,Online,Cola,Never,Never,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Chennai,41039,BIM,
2653,6,10,5,10,7,9,6,5,5,8,5,4,5,3,Xiaomi,Online,Orange,Never,Never,Everyday,Everyday,Online,Online,24-28,Male,Student,Other towns in South,41121,Bharathidasan Institute of Management,
2654,8,8,6,3,10,7,10,7,10,8,6,2,5,7,Samsung,Online,Cola,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,29-33,Male,Student,Delhi,41007,IIM Trichy,
2655,8,7,3,10,8,0,10,5,0,10,0,10,5,5,One Plus,Online,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in South,41099,BIM ,
2656,10,10,10,10,10,8,6,6,10,10,0,0,10,0,Vivo,Retail,Fruit flavour,Less Often,Never,Never,Never,Online,Retail Stores,18-23,Male,Student,Other towns in South,41003,Bharathidasan Institute of Management,
2657,0,8,5,7,8,2,7,7,2,9,9,10,7,7,Others,Retail,Cola,Everyday,Everyday,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in East,41101,BIM TRICHY,
2658,6,9,8,5,4,3,7,4,9,9,7,5,2,5,Apple,Retail,White/Colourless,Everyday,Everyday,Never,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in South,41118,BIM,
